GEO.id2,GEO.id,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35
Id2,Id,Geography,Estimate;  Total: ,Margins of Error;  Total: ,Estimate;  Male: ,Margins of Error;  Male: ,Estimate;  Male: No schooling completed ,Margins of Error;  Male: No schooling completed ,Estimate;  Male: Nursery to 4th grade ,Margins of Error;  Male: Nursery to 4th grade ,Estimate;  Male: 5th and 6th grade ,Margins of Error;  Male: 5th and 6th grade ,Estimate;  Male: 7th and 8th grade ,Margins of Error;  Male: 7th and 8th grade ,Estimate;  Male: 9th grade ,Margins of Error;  Male: 9th grade ,Estimate;  Male: 10th grade ,Margins of Error;  Male: 10th grade ,Estimate;  Male: 11th grade ,Margins of Error;  Male: 11th grade ,"Estimate;  Male: 12th grade, no diploma ","Margins of Error;  Male: 12th grade, no diploma ","Estimate;  Male: High school graduate, GED, or alternative ","Margins of Error;  Male: High school graduate, GED, or alternative ","Estimate;  Male: Some college, less than 1 year ","Margins of Error;  Male: Some college, less than 1 year ","Estimate;  Male: Some college, 1 or more years, no degree ","Margins of Error;  Male: Some college, 1 or more years, no degree ",Estimate;  Male: Associate's degree ,Margins of Error;  Male: Associate's degree ,Estimate;  Male: Bachelor's degree ,Margins of Error;  Male: Bachelor's degree ,Estimate;  Male: Master's degree ,Margins of Error;  Male: Master's degree ,Estimate;  Male: Professional school degree ,Margins of Error;  Male: Professional school degree ,Estimate;  Male: Doctorate degree ,Margins of Error;  Male: Doctorate degree ,Estimate;  Female: ,Margins of Error;  Female: ,Estimate;  Female: No schooling completed ,Margins of Error;  Female: No schooling completed ,Estimate;  Female: Nursery to 4th grade ,Margins of Error;  Female: Nursery to 4th grade ,Estimate;  Female: 5th and 6th grade ,Margins of Error;  Female: 5th and 6th grade ,Estimate;  Female: 7th and 8th grade ,Margins of Error;  Female: 7th and 8th grade ,Estimate;  Female: 9th grade ,Margins of Error;  Female: 9th grade ,Estimate;  Female: 10th grade ,Margins of Error;  Female: 10th grade ,Estimate;  Female: 11th grade ,Margins of Error;  Female: 11th grade ,"Estimate;  Female: 12th grade, no diploma ","Margins of Error;  Female: 12th grade, no diploma ","Estimate;  Female: High school graduate, GED, or alternative ","Margins of Error;  Female: High school graduate, GED, or alternative ","Estimate;  Female: Some college, less than 1 year ","Margins of Error;  Female: Some college, less than 1 year ","Estimate;  Female: Some college, 1 or more years, no degree ","Margins of Error;  Female: Some college, 1 or more years, no degree ",Estimate;  Female: Associate's degree ,Margins of Error;  Female: Associate's degree ,Estimate;  Female: Bachelor's degree ,Margins of Error;  Female: Bachelor's degree ,Estimate;  Female: Master's degree ,Margins of Error;  Female: Master's degree ,Estimate;  Female: Professional school degree ,Margins of Error;  Female: Professional school degree ,Estimate;  Female: Doctorate degree ,Margins of Error;  Female: Doctorate degree 
0900922910,06000US0900922910,"East Haven town, New Haven County, Connecticut",21089,553,10057,419,63,45,40,35,46,38,164,80,176,75,250,110,157,84,174,69,4523,434,502,124,1239,238,633,189,1309,272,526,138,155,72,100,61,11032,397,124,75,45,38,77,61,167,73,147,78,279,109,239,100,271,114,4589,399,706,167,1330,193,803,158,1281,228,770,149,186,104,18,23
0900934950,06000US0900934950,"Guilford town, New Haven County, Connecticut",16235,286,7537,235,57,39,0,22,7,15,46,45,2,4,34,26,39,38,53,44,1163,198,433,136,911,227,419,138,2026,246,1242,197,730,165,375,112,8698,310,22,23,9,14,0,22,42,39,27,27,93,53,39,42,96,55,1392,244,325,104,901,194,788,216,2557,246,1710,251,427,140,270,97
0900935650,06000US0900935650,"Hamden town, New Haven County, Connecticut",40019,1053,18086,616,133,82,16,22,108,93,263,112,81,59,174,94,122,74,152,70,4298,431,1169,261,2176,319,1019,217,4209,566,2281,366,806,185,1079,207,21933,698,88,53,228,151,153,96,257,144,140,85,152,87,260,114,313,136,5431,517,1299,263,2558,374,1510,282,4773,422,3236,340,970,195,565,173
0900944560,06000US0900944560,"Madison town, New Haven County, Connecticut",12400,335,5730,212,2,7,0,19,0,19,5,12,18,29,17,19,0,19,18,21,713,198,158,86,653,151,204,106,2063,220,1086,188,487,135,306,111,6670,255,22,34,18,24,0,19,36,40,21,26,8,12,46,53,35,32,863,179,125,59,642,174,597,118,2529,250,1259,218,312,97,157,79
0900946520,06000US0900946520,"Meriden town, New Haven County, Connecticut",42964,745,20727,551,321,119,227,110,290,136,494,200,404,136,720,235,503,152,469,156,7932,540,1305,240,2754,385,1370,241,2451,321,1097,230,186,81,204,122,22237,589,236,89,156,76,376,97,382,123,305,107,725,198,590,159,413,109,7999,595,1310,251,3667,371,1923,292,2475,363,1379,223,205,91,96,79
0900946940,06000US0900946940,"Middlebury town, New Haven County, Connecticut",5338,163,2454,114,14,16,0,17,0,17,23,25,9,13,0,17,65,42,44,30,322,77,177,77,273,80,206,70,619,129,409,90,217,83,76,43,2884,169,0,17,0,17,0,17,15,16,0,17,3,6,36,32,12,17,634,134,203,96,286,80,367,100,600,110,532,111,85,42,111,65
0900947535,06000US0900947535,"Milford town, New Haven County, Connecticut",39014,495,18219,441,96,41,18,20,61,56,157,57,116,61,169,80,161,59,186,78,4964,420,873,170,2466,240,1457,184,4281,345,2339,256,383,115,492,126,20795,454,65,39,49,38,38,26,201,82,154,76,262,99,226,88,268,91,6086,377,1231,172,2325,341,1817,226,4542,372,2727,298,522,141,282,106
0900949950,06000US0900949950,"Naugatuck town, New Haven County, Connecticut",21883,500,10455,466,233,110,119,100,80,69,89,61,259,156,108,90,247,135,244,136,3593,433,798,213,1414,275,773,215,1486,289,764,226,145,92,103,77,11428,422,99,53,146,106,84,66,190,99,108,58,174,86,211,111,361,175,3592,444,801,193,1576,279,1221,249,1661,298,1011,264,117,70,76,62
0900952070,06000US0900952070,"New Haven town, New Haven County, Connecticut",81199,998,37199,875,782,239,498,177,996,277,836,200,973,212,958,265,1182,249,743,237,11154,776,1150,228,3576,461,1383,283,5952,476,3299,383,1438,222,2279,280,44000,775,765,175,530,151,677,218,920,222,1142,239,992,220,1730,284,615,165,12659,746,1962,299,5361,492,2300,333,6348,542,4792,448,1587,228,1620,234
0900953890,06000US0900953890,"North Branford town, New Haven County, Connecticut",10568,282,5174,255,80,55,15,25,57,51,0,19,20,31,32,35,71,58,125,76,1578,267,430,140,392,116,296,125,1246,265,519,179,168,83,145,79,5394,201,35,37,0,19,0,19,15,23,39,42,30,34,23,31,58,55,1533,240,427,158,589,185,547,161,1011,221,904,187,118,72,65,42
0900954870,06000US0900954870,"North Haven town, New Haven County, Connecticut",17549,334,8668,308,41,33,18,24,75,45,109,68,35,43,62,54,116,151,105,68,2624,284,596,159,952,203,446,138,1890,290,821,195,410,137,368,113,8881,260,141,71,6,12,35,30,76,46,70,42,34,28,45,35,106,55,2645,259,480,134,981,231,721,186,1863,242,1283,195,209,96,186,88
0900957600,06000US0900957600,"Orange town, New Haven County, Connecticut",9821,207,4697,168,11,19,8,13,28,33,76,49,13,16,16,18,24,23,74,44,816,158,138,63,496,128,283,83,1264,194,790,143,413,105,247,79,5124,164,53,51,17,25,37,33,47,30,11,18,28,29,27,24,55,29,941,138,143,60,481,107,346,107,1433,187,1049,151,286,82,170,81
0900958300,06000US0900958300,"Oxford town, New Haven County, Connecticut",8648,241,4276,164,38,39,0,19,0,19,27,32,16,24,13,21,43,40,99,64,1074,179,212,89,698,184,163,77,1299,234,431,128,120,89,43,51,4372,179,6,10,0,19,0,19,93,88,0,19,74,81,0,19,32,36,1249,207,373,133,485,132,356,124,993,211,640,174,36,36,35,34
0900962290,06000US0900962290,"Prospect town, New Haven County, Connecticut",7002,208,3365,209,17,20,29,31,22,35,64,45,45,44,60,45,15,22,102,80,1251,189,147,67,204,81,299,106,707,168,357,100,46,39,0,17,3637,152,5,8,0,17,17,30,83,63,18,23,79,65,49,36,70,50,1043,187,280,95,444,121,266,83,696,171,551,120,25,28,11,17
0900967610,06000US0900967610,"Seymour town, New Haven County, Connecticut",11045,348,5349,312,26,39,0,19,0,19,55,71,2,5,27,30,62,44,89,83,2130,295,509,149,572,143,297,118,927,208,457,161,95,78,101,105,5696,253,22,31,25,38,16,26,53,40,25,27,73,47,53,40,33,33,1860,235,473,171,684,167,475,123,1123,234,759,187,22,34,0,19
0900969640,06000US0900969640,"Southbury town, New Haven County, Connecticut",14705,353,6766,321,353,242,33,43,8,12,45,40,6,8,66,56,43,31,44,44,1512,274,243,112,670,156,417,123,2097,312,818,156,261,113,150,81,7939,310,197,131,33,43,24,30,40,38,9,19,65,49,100,75,67,47,1747,255,372,117,1202,210,644,159,1906,326,1213,194,244,115,76,55
0900978740,06000US0900978740,"Wallingford town, New Haven County, Connecticut",32455,523,15143,386,144,68,56,51,113,67,97,67,117,80,302,86,160,79,193,89,4819,417,920,203,1617,255,1238,195,3353,321,1484,257,300,121,230,98,17312,391,132,63,100,80,17,21,145,78,127,90,200,118,139,75,323,103,5325,422,1068,209,1992,319,1510,231,3786,359,2023,308,262,95,163,97
0900980070,06000US0900980070,"Waterbury town, New Haven County, Connecticut",70744,1073,33102,911,622,181,667,211,448,133,1282,271,835,225,988,231,1085,292,1037,173,12862,767,1939,322,3895,497,2206,378,3438,417,1316,210,308,114,174,78,37642,758,584,152,604,184,748,192,1637,292,854,182,1200,246,996,245,912,209,12738,647,2279,354,5424,590,3616,411,3490,332,2003,333,441,159,116,62
0900982870,06000US0900982870,"West Haven town, New Haven County, Connecticut",36124,796,17047,716,156,73,101,90,376,143,514,210,339,139,343,138,371,140,275,113,6630,577,1145,274,2672,414,859,194,2163,274,768,163,221,100,114,72,19077,557,290,108,126,93,293,131,160,74,206,86,431,172,470,151,394,149,6284,527,1158,207,3402,408,1464,275,2490,339,1470,286,321,133,118,81
0900987560,06000US0900987560,"Wolcott town, New Haven County, Connecticut",11772,247,5568,284,31,34,0,19,54,63,137,81,96,74,86,81,14,22,69,53,2212,308,332,108,478,126,532,174,859,164,586,192,82,54,0,19,6204,235,76,82,31,46,43,39,154,75,40,55,63,68,62,64,57,42,2114,274,321,93,837,194,601,164,963,180,687,174,64,60,91,103
0900987700,06000US0900987700,"Woodbridge town, New Haven County, Connecticut",6173,188,2751,170,3,8,2,4,25,34,27,30,0,17,0,17,2,4,6,13,305,148,106,73,346,133,59,39,744,156,469,119,499,104,158,67,3422,204,0,17,3,7,19,30,9,16,0,17,0,17,10,15,20,28,438,139,76,43,330,140,174,70,1069,226,934,182,189,80,151,62
0901106820,06000US0901106820,"Bozrah town, New London County, Connecticut",1893,92,892,58,22,19,1,2,0,12,22,18,0,12,7,9,9,9,16,11,317,71,60,30,152,50,46,24,108,40,117,41,9,9,6,9,1001,73,14,15,0,12,0,12,22,17,0,12,14,15,10,14,6,8,379,73,55,29,138,57,129,41,148,45,78,33,0,12,8,12
0901115910,06000US0901115910,"Colchester town, New London County, Connecticut",10986,314,5266,255,44,32,0,19,36,42,73,55,34,32,28,38,62,49,39,43,1667,232,300,130,613,156,422,144,1411,218,393,122,92,64,52,38,5720,233,28,34,14,21,19,30,34,49,38,43,20,23,41,35,28,25,1568,214,271,106,932,197,580,136,1260,206,801,198,86,51,0,19
0901123400,06000US0901123400,"East Lyme town, New London County, Connecticut",14225,267,6753,255,16,13,13,25,15,18,54,37,77,48,80,59,124,75,164,67,1552,243,459,116,619,137,436,120,1447,174,1033,162,401,110,263,77,7472,293,18,22,0,19,0,19,59,40,20,26,89,52,235,92,116,56,1683,205,527,134,1131,177,748,141,1285,182,1237,180,198,72,126,59
0901129910,06000US0901129910,"Franklin town, New London County, Connecticut",1443,75,714,51,7,7,0,12,10,15,6,6,13,11,20,20,19,18,0,12,258,45,56,25,104,32,47,21,72,23,52,23,40,24,10,8,729,55,15,13,0,12,0,12,4,5,4,5,3,5,8,12,8,7,212,35,70,27,116,35,71,27,131,26,75,24,9,8,3,4
0901133900,06000US0901133900,"Griswold town, New London County, Connecticut",7864,395,3880,247,29,28,0,19,0,19,45,44,106,83,83,69,140,122,156,92,1641,279,359,146,528,158,240,98,344,133,169,90,30,42,10,16,3984,286,57,61,29,39,0,19,17,28,61,50,77,65,112,93,53,49,1625,242,245,121,434,144,382,122,548,156,322,143,6,14,16,27
0901134250,06000US0901134250,"Groton town, New London County, Connecticut",25639,584,12587,491,16,22,22,23,36,44,113,82,243,173,72,50,240,112,102,53,3287,394,863,198,2266,300,820,172,2621,322,1248,204,280,119,358,118,13052,480,17,18,16,26,33,31,56,40,161,102,224,101,158,69,143,66,3935,364,879,170,1812,284,1106,173,2488,319,1630,221,193,62,201,78
0901142390,06000US0901142390,"Lebanon town, New London County, Connecticut",5319,159,2759,153,25,29,0,17,0,17,15,24,24,29,32,34,75,56,60,48,740,187,136,77,412,147,256,111,532,142,381,142,71,55,0,17,2560,120,0,17,0,17,0,17,0,17,0,17,28,31,17,26,19,25,570,120,190,103,306,99,291,116,551,141,542,148,31,35,15,24
0901142600,06000US0901142600,"Ledyard town, New London County, Connecticut",10291,319,4898,255,18,21,1,4,17,28,14,21,39,43,63,48,122,87,64,60,1430,248,378,123,565,157,367,154,858,206,798,197,35,42,129,77,5393,232,22,25,0,19,0,19,26,25,16,26,42,40,72,70,84,54,1328,211,419,159,762,176,631,184,1229,271,595,183,91,83,76,63
0901143230,06000US0901143230,"Lisbon town, New London County, Connecticut",3037,149,1542,125,13,14,0,12,0,12,90,73,0,12,9,15,59,51,29,22,617,131,140,51,292,95,59,34,79,45,95,50,49,45,11,17,1495,99,0,12,0,12,0,12,8,12,0,12,49,46,0,12,33,26,523,94,88,45,249,93,222,72,139,66,142,67,42,43,0,12
0901144210,06000US0901144210,"Lyme town, New London County, Connecticut",1903,96,912,59,2,5,0,12,0,12,0,12,19,30,12,18,0,12,0,12,196,66,31,21,79,28,76,36,244,61,133,47,75,29,45,28,991,74,0,12,0,12,0,12,0,12,0,12,16,19,9,11,0,12,138,44,51,35,108,39,83,37,306,66,228,62,21,18,31,19
0901148900,06000US0901148900,"Montville town, New London County, Connecticut",13781,351,7255,254,121,72,7,13,37,35,86,56,107,85,289,134,233,116,83,57,2860,294,638,174,927,226,491,155,937,188,218,89,163,89,58,55,6526,256,67,53,3,6,53,50,98,72,55,44,264,119,34,31,66,52,2701,339,404,138,635,182,745,206,775,197,541,153,49,46,36,27
0901152350,06000US0901152350,"New London town, New London County, Connecticut",16573,569,8089,509,118,72,77,69,110,90,262,120,200,105,301,153,191,110,143,77,2916,347,565,180,1051,222,373,138,930,192,574,150,126,78,152,67,8484,420,145,73,97,72,93,69,213,114,141,88,454,177,348,128,222,114,2601,315,489,135,1431,253,536,151,972,200,634,177,59,61,49,33
0901155500,06000US0901155500,"North Stonington town, New London County, Connecticut",3852,166,1792,120,0,17,1,2,0,17,0,17,1,3,1,2,38,37,0,17,768,148,111,63,175,77,92,58,309,112,210,92,56,49,30,27,2060,148,0,17,0,17,0,17,0,17,1,2,0,17,102,99,12,19,724,161,130,82,221,97,123,59,291,101,438,154,0,17,18,28
0901156270,06000US0901156270,"Norwich town, New London County, Connecticut",27610,634,13143,540,316,168,67,61,112,78,235,117,213,112,234,110,501,181,191,88,4914,405,802,199,2111,390,1002,248,1507,231,661,157,222,101,55,42,14467,455,216,137,20,23,118,99,286,97,225,118,437,182,278,114,374,152,4923,412,1148,220,2163,307,1168,242,1959,303,976,210,99,69,77,66
0901157040,06000US0901157040,"Old Lyme town, New London County, Connecticut",5672,206,2824,142,15,16,0,17,36,45,18,21,9,14,8,13,0,17,8,14,579,134,130,52,417,125,112,68,617,126,573,120,210,91,92,35,2848,129,11,15,0,17,0,17,9,14,0,17,31,48,0,17,32,24,485,103,100,61,279,96,389,118,679,141,657,122,114,60,62,39
0901162150,06000US0901162150,"Preston town, New London County, Connecticut",3597,145,1769,90,9,15,0,12,0,12,23,38,6,12,22,20,93,64,0,12,712,139,106,64,292,98,127,59,248,82,103,55,9,15,19,20,1828,124,10,14,0,12,0,12,41,38,0,12,0,12,6,10,24,26,729,129,157,78,210,81,160,67,330,89,147,68,14,22,0,12
0901166210,06000US0901166210,"Salem town, New London County, Connecticut",2770,141,1373,94,6,16,0,12,0,12,7,11,0,12,0,12,10,15,20,23,351,121,79,48,220,58,145,56,282,90,215,70,17,19,21,20,1397,111,5,6,0,12,0,12,8,12,8,12,0,12,24,36,0,12,277,84,52,29,166,77,198,61,345,94,225,75,80,46,9,15
0901171670,06000US0901171670,"Sprague town, New London County, Connecticut",2217,110,1097,96,5,8,0,12,14,22,16,18,16,19,33,34,15,18,5,8,525,111,37,26,135,68,76,45,173,64,20,16,0,12,27,23,1120,92,0,12,15,20,0,12,0,12,5,7,30,37,44,28,16,24,394,83,117,53,169,60,106,50,124,42,88,39,7,8,5,8
0901173770,06000US0901173770,"Stonington town, New London County, Connecticut",13895,283,6563,272,29,29,6,9,32,28,78,52,41,37,26,24,79,58,103,58,1752,226,351,107,579,142,388,107,1662,207,837,124,270,79,330,87,7332,238,116,56,13,20,0,19,29,39,20,20,68,38,34,45,53,31,1943,197,276,86,751,151,529,132,1852,232,1299,156,193,78,156,61
0901178600,06000US0901178600,"Voluntown town, New London County, Connecticut",1874,80,942,74,7,9,0,12,0,12,13,11,17,27,27,26,4,6,9,10,390,71,83,30,149,38,85,35,79,36,67,27,7,8,5,8,932,48,7,9,0,12,0,12,31,28,9,10,23,22,4,6,0,12,355,63,83,35,144,49,89,36,114,35,69,29,4,6,0,12
0901180280,06000US0901180280,"Waterford town, New London County, Connecticut",14321,249,6939,215,30,31,3,6,48,47,69,53,80,55,91,43,178,107,112,52,2037,194,389,113,997,197,643,130,1178,196,618,107,227,88,239,109,7382,245,29,25,30,47,73,74,96,48,55,38,67,41,92,57,62,35,2351,239,410,103,769,155,811,155,1104,141,1104,165,255,105,74,52
0901301080,06000US0901301080,"Andover town, Tolland County, Connecticut",2133,136,1002,89,0,12,7,12,0,12,0,12,1,4,0,12,0,12,20,22,276,78,68,54,107,47,120,61,288,86,96,45,19,18,0,12,1131,85,1,2,0,12,0,12,12,15,24,37,0,12,52,54,0,12,235,71,25,26,117,47,155,67,321,82,154,65,35,26,0,12
0901306260,06000US0901306260,"Bolton town, Tolland County, Connecticut",3554,108,1789,87,1,3,0,12,0,12,8,13,0,12,19,22,7,11,48,32,443,115,53,32,209,90,133,56,429,91,276,93,71,48,92,51,1765,88,0,12,0,12,0,12,0,12,0,12,11,18,77,64,6,11,341,95,111,63,208,73,179,59,412,97,291,82,34,27,95,63
0901316400,06000US0901316400,"Columbia town, Tolland County, Connecticut",3988,195,1930,127,0,17,0,17,16,25,0,17,11,17,43,43,0,17,23,25,561,164,113,75,329,135,161,88,408,128,213,92,17,19,35,34,2058,142,24,54,0,17,0,17,16,25,0,17,11,19,39,43,0,17,544,144,128,70,252,79,252,105,449,125,221,87,64,60,58,45
0901317800,06000US0901317800,"Coventry town, Tolland County, Connecticut",8884,282,4432,226,10,20,40,63,28,46,40,35,28,30,46,43,12,21,0,19,1497,253,361,125,522,187,353,121,748,190,520,150,91,80,136,69,4452,176,43,32,43,68,10,15,13,22,0,19,10,18,23,26,51,54,1184,207,382,152,459,165,680,188,948,198,435,132,81,68,90,70
0901325360,06000US0901325360,"Ellington town, Tolland County, Connecticut",10613,266,5230,271,29,39,4,9,0,19,24,38,37,42,42,45,107,92,40,38,1388,254,337,130,831,228,581,210,1053,192,576,161,149,96,32,47,5383,199,22,32,0,19,0,19,41,49,34,53,65,101,36,45,57,57,1287,224,232,126,726,185,684,179,1339,267,703,198,82,60,75,61
0901337910,06000US0901337910,"Hebron town, Tolland County, Connecticut",6473,176,3209,143,3,6,0,17,0,17,41,38,22,25,20,20,14,21,35,33,672,141,187,75,449,115,226,76,911,137,463,125,120,78,46,33,3264,134,23,25,0,17,0,17,0,17,14,20,58,56,28,30,17,19,620,142,175,70,299,87,405,122,919,154,614,143,59,31,33,29
0901344910,06000US0901344910,"Mansfield town, Tolland County, Connecticut",8454,616,4362,378,11,15,5,8,8,18,46,54,21,30,93,62,100,76,43,40,915,171,188,97,422,131,395,136,629,165,714,137,180,80,592,141,4092,364,35,53,0,22,0,22,37,30,14,19,46,34,54,41,56,48,685,143,148,73,581,150,305,103,918,161,864,164,89,69,260,94
0901369220,06000US0901369220,"Somers town, Tolland County, Connecticut",7954,222,4726,162,21,26,28,26,34,30,101,49,121,72,166,78,141,59,120,54,1664,213,299,88,676,159,358,93,523,111,332,77,103,55,39,30,3228,163,17,23,8,12,5,8,0,19,33,30,16,26,81,59,6,10,920,149,208,83,396,98,472,110,656,146,292,86,65,41,53,43
0901372090,06000US0901372090,"Stafford town, Tolland County, Connecticut",7977,274,3692,225,14,20,0,19,47,57,38,34,38,34,88,62,107,83,58,59,1463,201,257,108,593,155,215,78,569,135,200,86,5,9,0,19,4285,201,20,21,4,9,0,19,38,41,71,83,157,86,86,48,97,71,1608,236,263,96,510,125,536,156,478,126,357,109,40,39,20,32
0901376290,06000US0901376290,"Tolland town, Tolland County, Connecticut",10183,248,4933,197,52,46,0,19,0,19,19,30,41,55,16,27,82,57,44,40,1194,214,339,128,563,185,328,115,1114,203,814,196,118,70,209,116,5250,205,39,45,0,19,0,19,27,30,17,29,23,29,15,26,53,44,1173,216,405,126,509,194,759,176,1219,256,896,193,68,54,47,42
0901377830,06000US0901377830,"Union town, Tolland County, Connecticut",656,105,328,61,1,3,2,4,2,3,3,5,0,12,0,12,0,12,4,4,150,43,16,9,32,25,18,11,58,26,32,17,2,3,8,7,328,52,0,12,0,12,5,9,2,3,0,12,3,5,0,12,4,5,114,41,42,26,40,19,23,17,63,27,18,12,2,3,12,15
0901378250,06000US0901378250,"Vernon town, Tolland County, Connecticut",21374,510,10344,407,32,46,54,75,10,15,196,88,87,49,253,98,137,85,181,91,3027,341,658,164,1333,278,869,247,1984,292,1062,206,212,105,249,106,11030,362,98,51,101,94,41,37,141,55,76,49,136,84,162,59,120,70,3335,340,626,137,1303,245,1322,274,1996,276,1254,218,176,66,143,85
0901385950,06000US0901385950,"Willington town, Tolland County, Connecticut",3773,237,1963,188,9,20,10,17,104,149,0,17,0,17,0,17,0,17,10,17,666,159,105,67,272,112,138,81,336,125,225,105,12,20,76,67,1810,172,9,21,0,17,0,17,18,24,15,23,36,27,27,44,0,17,536,182,51,44,303,107,207,88,341,134,267,108,0,17,0,17
0901501430,06000US0901501430,"Ashford town, Windham County, Connecticut",3065,105,1459,90,0,12,0,12,0,12,11,17,12,18,28,26,11,17,32,40,407,95,32,27,300,101,87,44,363,95,113,53,31,26,32,27,1606,104,0,12,0,12,0,12,19,22,12,16,10,16,0,12,28,24,417,109,119,57,194,72,129,58,438,81,171,61,21,23,48,27
0901509190,06000US0901509190,"Brooklyn town, Windham County, Connecticut",5904,279,2990,219,46,37,0,17,0,17,95,58,120,97,132,96,137,81,37,38,900,192,215,96,287,139,344,148,283,98,272,100,24,27,98,65,2914,168,0,17,0,17,0,17,29,31,59,64,68,79,57,59,86,60,885,172,207,116,430,132,267,108,541,151,255,121,15,23,15,26
0901512130,06000US0901512130,"Canterbury town, Windham County, Connecticut",3635,138,1756,127,0,17,0,17,0,17,31,28,0,17,79,42,10,17,0,17,714,148,140,63,269,86,199,94,220,84,45,35,41,34,8,12,1879,116,0,17,22,25,0,17,31,34,0,17,10,16,40,36,0,17,621,129,135,60,309,102,197,87,326,100,175,76,13,19,0,17
0901513810,06000US0901513810,"Chaplin town, Windham County, Connecticut",1644,113,841,78,0,12,3,5,0,12,24,29,8,11,5,7,25,19,25,28,406,95,28,24,86,43,55,25,89,37,40,22,7,11,40,25,803,84,0,12,0,12,4,8,5,8,0,12,0,12,33,31,5,7,259,73,70,56,120,49,68,30,135,49,84,38,6,11,14,14
0901521860,06000US0901521860,"Eastford town, Windham County, Connecticut",1278,79,649,48,3,4,0,12,0,12,14,11,14,11,19,18,3,4,8,12,216,46,26,13,140,38,46,21,79,26,32,16,17,10,32,22,629,50,0,12,1,4,0,12,4,5,0,12,9,7,3,4,4,6,162,50,50,21,100,33,93,30,94,29,93,32,4,6,12,9
0901536000,06000US0901536000,"Hampton town, Windham County, Connecticut",1405,78,649,46,8,9,0,12,0,12,3,4,10,11,14,13,8,8,7,8,271,53,43,19,47,25,75,27,64,28,41,16,30,15,28,14,756,61,0,12,0,12,0,12,20,17,0,12,2,3,0,12,3,4,214,50,71,31,108,31,54,25,139,41,124,33,17,10,4,5
0901540500,06000US0901540500,"Killingly town, Windham County, Connecticut",12044,362,5857,353,92,89,0,19,22,28,144,75,68,73,69,46,136,88,200,101,2398,337,249,109,946,215,388,124,706,204,370,155,47,46,22,29,6187,283,123,95,0,19,0,19,193,99,14,15,113,64,148,83,161,79,1828,317,629,206,683,264,914,238,882,211,467,153,32,39,0,19
0901559980,06000US0901559980,"Plainfield town, Windham County, Connecticut",10943,306,5396,269,35,32,19,29,12,20,99,87,77,59,226,121,108,70,166,76,2483,258,467,148,707,206,335,125,427,129,211,92,14,21,10,14,5547,237,42,39,0,19,18,25,104,60,78,60,64,44,91,55,97,55,2398,286,471,129,643,182,466,165,610,166,385,134,35,36,45,51
0901561030,06000US0901561030,"Pomfret town, Windham County, Connecticut",2840,151,1487,123,10,13,0,12,0,12,58,58,7,11,43,49,24,21,14,17,486,126,68,47,138,66,104,52,247,81,173,81,58,40,57,52,1353,86,0,12,0,12,0,12,43,31,0,12,14,18,14,16,16,18,295,82,121,57,151,64,110,45,262,79,187,87,108,49,32,37
0901562710,06000US0901562710,"Putnam town, Windham County, Connecticut",6481,387,3000,299,32,36,0,17,19,27,52,44,55,40,87,65,43,56,52,42,1132,230,331,139,470,193,198,113,391,114,42,36,54,37,42,29,3481,252,85,81,7,16,0,17,102,83,38,42,52,43,20,23,31,35,1173,222,362,132,380,183,427,174,495,134,234,79,29,30,46,47
0901567400,06000US0901567400,"Scotland town, Windham County, Connecticut",1193,91,618,65,0,12,0,12,4,6,6,6,3,4,14,10,12,11,16,12,220,45,42,17,112,47,63,25,72,31,22,15,24,18,8,12,575,51,9,7,0,12,0,12,4,5,3,4,11,10,3,6,11,11,207,40,19,12,83,27,70,28,96,29,52,28,7,8,0,12
0901573420,06000US0901573420,"Sterling town, Windham County, Connecticut",2530,138,1248,106,0,12,0,12,0,12,11,16,6,11,97,96,24,27,39,33,616,117,159,71,96,50,83,41,76,49,41,37,0,12,0,12,1282,100,5,9,0,12,0,12,12,18,25,40,39,38,48,37,13,16,367,96,94,50,306,110,198,79,112,59,41,33,22,24,0,12
